500	2.69E+00
550	1.84E+00
600	1.30E+00
650	9.48E-01
700	7.06E-01
750	5.37E-01
800	4.16E-01
850	3.27E-01
900	2.61E-01
950	2.11E-01
1000	1.72E-01
1050	1.42E-01
1100	1.19E-01
1150	9.96E-02
1200	8.43E-02
1250	7.19E-02
1300	6.17E-02
1350	5.33E-02
1400	4.63E-02
1450	4.04E-02
1500	3.54E-02
1550	3.12E-02
1600	2.77E-02
1650	2.46E-02
1700	2.19E-02
1750	1.96E-02
1800	1.77E-02
1850	1.59E-02
1900	1.44E-02
1950	1.31E-02
2000	1.19E-02
2050	1.08E-02
2100	9.91E-03
2150	9.08E-03
2200	8.34E-03
2250	7.68E-03
2300	7.09E-03
2350	6.56E-03
2400	6.08E-03
2450	5.64E-03
2500	5.25E-03
2550	4.89E-03
2600	4.57E-03
2650	4.27E-03
2700	4.00E-03
2750	3.76E-03
2800	3.53E-03
2850	3.32E-03
2900	3.13E-03
2950	2.95E-03
3000	2.79E-03
3050	2.64E-03
3100	2.50E-03
3150	2.38E-03
3200	2.26E-03
3250	2.15E-03
3300	2.05E-03
3350	1.95E-03
3400	1.86E-03
3450	1.78E-03
3500	1.70E-03
3550	1.63E-03
3600	1.56E-03
3650	1.50E-03
3700	1.44E-03
3750	1.39E-03
3800	1.34E-03
3850	1.29E-03
3900	1.24E-03
3950	1.20E-03
4000	1.16E-03
4050	1.12E-03
4100	1.09E-03
4150	1.05E-03
4200	1.02E-03
4250	9.94E-04
4300	9.66E-04
4350	9.40E-04
4400	9.16E-04
4450	8.93E-04
4500	8.72E-04
4550	8.51E-04
4600	8.33E-04
4650	8.15E-04
4700	7.98E-04
4750	7.83E-04
4800	7.68E-04
4850	7.55E-04
4900	7.42E-04
4950	7.30E-04
5000	7.20E-04
