270	20.8679
300	14.431
350	8.07105
400	4.90862
450	3.08009
500	2.08929
550	1.39046
600	0.971798
650	0.704461
700	0.51612
750	0.381225
800	0.287487
900	0.166819
1000	0.101099
1100	0.0640136
1200	0.041111
1300	0.0267058
1400	0.0176687
1500	0.0117329
1600	0.00799643
1700	0.00553293
1800	0.00368774
1900	0.00261334
2000	0.00184724
2100	0.00127464
2200	0.000890465
2300	0.00061846
2400	0.00044199
2500	0.000316021
2600	0.000223932
2700	0.000158033
2800	0.000109212
2900	7.70485e-05
3000	5.41512e-05
